Sensor,s_0
0,54394.90061532765
1,54468.16563741746
2,54490.462018425445
3,54487.99131505711
4,54484.91837344501
5,54584.665024249196
6,54592.54121364861
7,54609.67734348885
8,54652.86165842466
9,54618.671050995596
10,54674.419047478325
11,54695.39310707637
12,54767.64689118697
13,54852.88431048969
14,54775.88130391173
15,54818.495498401295
16,54777.43100746999
17,54783.882807518625
18,54801.17297814918
19,54736.863149900084
20,54798.495329746765
21,54937.1133659659
22,54843.648816465415
23,54738.290520452865
24,54685.40253638496
25,54670.9205633273
26,54702.846704656644
27,54657.08879545743
28,54666.59367296739
29,54650.76403885817
30,54680.15153445765
31,54665.08152649722
32,54712.830116786514
33,54718.78725829782
34,54786.50771106547
35,54771.88505460311
36,54790.52290053836
37,54813.35234498091
38,54766.30988235292
39,54729.37295492019
40,54721.390102277524
41,54871.103502764025
42,54886.97439240567
43,54918.60169708063
44,54859.53706253438
45,54876.23041638613
46,54848.56645830087
47,54793.07799835516
48,54800.02096797238
49,54850.82213478334
50,54974.665114502895
51,54989.4581177713
52,55097.93150450197
53,55086.52222690744
54,55191.81282300308
55,55212.0362518175
56,55161.2073837832
57,55172.380874969174
58,55224.078750149936
59,55210.81877651197
60,55246.277079221836
61,55225.8096069167
62,55246.14533609022
63,55277.82556418973
64,55267.68756174723
65,55261.812099264105
66,55273.857444980924
67,55268.502469322615
68,55318.5898905431
69,55320.499621361036
70,55322.098903140824
71,55266.901941054064
72,55313.16201446386
73,55298.84524679506
74,55358.045246577334
75,55433.68800552213
76,55350.746730860206
77,55338.486639694
78,55355.894949937145
79,55446.394512684754
80,55402.34997985904
81,55412.55729783479
82,55391.88127942745
83,55395.16193899572
84,55397.32490560627
85,55424.34165728319
86,55425.87064887074
87,55381.071253525886
88,55395.03349904574
89,55350.618432278505
90,55287.45145485937
91,55323.49703350761
92,55243.25785966887
93,55262.825445248935
94,55285.27446647161
95,55218.1366334897
96,55167.600847458874
97,55147.09870547066
98,55137.146770207655
99,55205.475687209895
100,55190.43584177277
101,55214.696685264644
102,55263.04239214175
103,55307.29965712311
104,55375.16981657932
105,55356.51921241164
106,55295.54866991637
107,55291.1118115961
108,55270.66408366664
109,55266.97244227616
110,55264.13995602157
111,55211.82929063389
112,55264.70437510362
113,55208.0519388805
114,55158.519803713505
115,55126.111385847704
116,55190.43494443669
117,55218.87185092728
118,55206.59635788952
119,55190.962237849504
120,55181.27371990381
121,55161.258073808734
122,55080.98991192319
123,55050.473093949215
124,55064.31118817985
125,54971.419729998335
126,54970.723675527304
127,54921.59142466823
128,54957.67473260713
129,54944.79085525152
130,54949.79053026202
131,54899.48178133028
132,54975.079970006496
133,54962.87217233688
134,54993.28190819667
135,54976.37195374503
136,54894.47036816588
137,54897.47126787812
138,54895.76089903058
139,54997.013456378525
140,55002.86228047053
141,55057.91172080479
142,55032.907501981485
143,55026.456704809636
144,55104.819468906266
145,55149.305252231505
146,55107.851214027134
147,54979.459198467186
148,55007.493522856006
149,55023.7496946231
150,55048.10957423494
151,55009.42448595032
152,54971.29870261326
153,54907.92413815755
154,55005.54005235699
155,55014.867574633616
156,54940.31607948992
157,55049.78452706144
158,55112.973398742324
159,55104.26578165514
160,55151.59392617823
161,55181.376445698115
162,55186.461994356374
163,55167.10922626239
164,55223.48197407056
165,55199.70544613226
166,55212.33810097898
167,55265.74660932883
168,55215.91075950927
169,55197.05883688384
170,55201.65417412114
171,55220.82013846287
172,55192.10964266515
173,55150.58230388868
174,55144.22371219988
175,55116.34657079868
176,55168.77006516093
177,55087.34064019585
178,55126.67452613531
179,55117.499395848885
180,55167.608813910265
181,55152.98561210845
182,55110.398563117
183,55118.2698008422
184,55127.796811259934
185,55038.37395352031
186,55107.143746762085
187,55017.0826048502
188,55107.511773591534
189,55157.956933014415
190,55223.29775042096
191,55187.973717481436
192,55079.117819869345
193,55040.760917230895
194,55079.872352889404
195,55096.36936440635
196,55124.29215662658
197,55088.439136486966
198,55118.31893882642
199,55051.15809924693
200,54982.52185594733
201,54969.25536186718
202,54986.08991916779
203,55109.549612565046
204,55014.12586214974
205,55027.900702834515
206,55050.93769805396
207,55003.713204905915
208,54964.50543738895
209,54933.69791779368
210,55040.80446992677
211,55073.15758307951
212,55025.19505980225
213,55128.19671925738
214,55157.874028029844
215,55189.788033789606
216,55087.59202347617
217,55077.708876420176
218,55112.91283733393
219,55135.240437599656
220,55287.605115556544
221,55345.181537786564
222,55360.72984475144
223,55366.4328179875
224,55361.91203432867
225,55339.28246846671
226,55255.527047510295
227,55242.4972440603
228,55247.2484927635
229,55242.56748327648
230,55199.862784954305
231,55186.71648715567
232,55168.6586479719
233,55231.44320279402
234,55205.47991702694
235,55243.40124754176
236,55268.7369863047
237,55259.25770898143
238,55323.22022329155
239,55248.14188188996
240,55238.66262989949
241,55217.48872599892
242,55204.11626781598
243,55158.77520947137
244,55120.96905616776
245,55181.544627802854
246,55198.82025140393
