Sensor,s_0
0,876.2551052581892
1,801.4641386057064
2,923.247262924873
3,965.7696997164658
4,983.4843371238139
5,1086.0197729787446
6,1092.5851130401584
7,1106.092390687178
8,1135.4481214747184
9,1210.5163473693665
10,1194.5000910406254
11,1172.29090899953
12,1160.225410807836
13,1213.8622476898818
14,1232.6946405022138
15,1185.0059097813214
16,1229.8935137557814
17,1300.0215970047045
18,1262.352973852053
19,1321.6137925855717
20,1256.4017834632054
21,1255.6323208127833
22,1131.156020242965
23,1087.3177485681213
24,1079.810498971074
25,1071.3058079804598
26,1042.851649888701
27,1095.8083009298887
28,1081.0053723128356
29,1029.5853584258057
30,1030.0588026221617
31,924.74518797889
32,940.3379118331798
33,927.201871319498
34,900.3977201480255
35,969.8802627716431
36,959.1591763936211
37,969.058804255783
38,950.5431528388301
39,921.6425070164526
40,825.9131300293272
41,833.3645753440693
42,813.874510861103
43,673.8817541060034
44,678.3093322699309
45,611.3143691457382
46,787.1494599478324
47,799.1457162027071
48,772.1979478658529
49,724.7123678703774
50,699.4920279514172
51,806.3086344340668
52,819.2351255892871
53,781.9127458177483
54,902.0326227132857
55,952.2540825035672
56,1046.9379731702752
57,941.0012990355383
58,939.6151942359835
59,974.0311009120485
60,942.1614690190157
61,1005.9963356495966
62,1025.1010593099534
63,929.9529286512962
64,827.4919608286785
65,790.0695493896955
66,819.1887424427266
67,861.4426537128372
68,814.5638259734816
69,813.1742227103897
70,823.7064787022545
71,829.9730696640422
72,817.1266393529702
73,821.4433890621855
74,852.3505827701929
75,802.200210137185
76,877.1081715468293
77,833.302029101876
78,869.6236909734685
79,853.8822059626672
80,799.577202096521
81,757.1361543845144
82,735.3463289033878
83,764.2075540092837
84,757.2411124859609
85,753.6717665500355
86,689.1090441138981
87,657.174320460712
88,706.8239083436146
89,676.3559242761185
90,771.1923201998057
91,683.753573076275
92,755.8622956225461
93,837.2696349979551
94,699.2260773626175
95,772.5034222807312
96,751.0897098657033
97,793.3017139825855
98,846.7101463947909
99,883.7156222205
100,890.888619491098
101,938.0217585615106
102,1032.1959080637591
103,957.3486593096626
104,935.3554248955561
105,884.5307991395288
106,915.553002077908
107,858.6967745556473
108,863.3138629570229
109,854.0276568582099
110,815.2430755936167
111,896.2881251650125
112,905.6506391101353
113,958.8767934541866
114,960.7230513844794
115,1067.189426623631
116,1122.8889273018253
117,1053.1050657078736
118,965.0849489863975
119,1036.340957436117
120,929.9159329742748
121,986.1880594995781
122,1059.042689557829
123,1172.0220436876389
124,1173.0087337952607
125,1163.4204541167858
126,1096.7248887789974
127,1090.1834554861575
128,1093.338398316147
129,1064.0554964567707
130,1007.5018863915276
131,1035.76558402439
132,1042.1463901127286
133,1019.181328466441
134,1098.4619411015583
135,1152.4254238015978
136,1130.849467760695
137,1121.0968923347705
138,1130.6764948574964
139,1173.7133574353388
140,1172.4662159500322
141,1158.3615955632713
142,1181.7966751356912
143,1142.3436879551623
144,1111.9061679299473
145,1122.0599170113169
146,1192.4798977630326
147,1155.3920709460983
148,1174.7263740636488
149,1154.5912603566435
150,1193.6810201524454
151,1190.712381450914
152,1087.057598321865
153,1053.94966303553
154,1012.3597687878637
155,1006.7871196513647
156,1008.9566333757181
157,1015.5160579155512
158,1096.5499378738314
159,1067.7787896016898
160,1087.672929082498
161,949.0307219097708
162,1001.1657275564212
163,1034.241599354969
164,992.1615529303831
165,1019.5993758015358
166,987.7397950640395
167,925.7397079547454
168,858.4221196470131
169,885.4521175612249
170,908.2853038419846
171,925.6468709441815
