Sensor,s_0
0,27564.575070150404
1,27569.63354895437
2,27618.27013817357
3,27582.609987133703
4,27612.605492986404
5,27587.56699517401
6,27527.236242951898
7,27554.296613560742
8,27516.18462198003
9,27560.89712894446
10,27600.603904150972
11,27560.672735732776
12,27573.62101237011
13,27495.22457167637
14,27533.791461760087
15,27457.073296233837
16,27392.201471731405
17,27468.971882328708
18,27516.511760557798
19,27482.649434867664
20,27453.070088951965
21,27480.4400683662
22,27490.773256488912
23,27529.955836700425
24,27552.408707659033
25,27475.268936465694
26,27500.408552682384
27,27533.989104448952
28,27540.697653252126
29,27514.406183505045
30,27478.45020645654
31,27483.775311785386
32,27454.69320733861
33,27511.763446013218
34,27439.612554510717
35,27474.283485178912
36,27482.516993664674
37,27508.497651461563
38,27493.675230395256
39,27529.762918743036
40,27570.59310683901
41,27515.55124950702
42,27450.228807898347
43,27380.271641067513
44,27368.39530391562
45,27389.08551924483
46,27359.542974850723
47,27369.378000712666
48,27364.33264007481
49,27443.63008644894
50,27430.984728073377
51,27450.72827218136
52,27532.711884850814
53,27524.37902955936
54,27493.769802564442
55,27531.362720453184
56,27538.940746253153
57,27571.801217514057
58,27579.22171642128
59,27641.461058008368
60,27667.12060146005
61,27668.60922465097
62,27679.3939623514
63,27666.417933317363
64,27623.799046372464
65,27487.56469252811
66,27514.226350655656
67,27605.918573366354
68,27612.922722650655
69,27648.960124454345
70,27689.78338951252
71,27676.668488340925
72,27693.455000314618
73,27677.755330150754
74,27675.02081616453
75,27688.840866125473
76,27673.759984111955
77,27702.36467023711
78,27720.271975324653
79,27722.93722345559
80,27791.36783932762
81,27735.193385861767
82,27824.91534144355
83,27894.38356586063
84,27897.13607805372
85,27838.27016622734
86,27758.45906432553
87,27805.759039148463
88,27833.162618465125
89,27914.76329545803
90,27821.101402275002
91,27841.057541136954
92,27892.860902827488
93,28016.523983965668
94,28050.89045479609
95,27969.501188454335
96,27986.426337358447
97,28011.50457173663
98,28044.601928679804
99,28021.245961278895
100,27986.11511726387
101,28024.693142051743
102,28059.661824531926
103,28029.037720766766
104,27938.94892256286
105,27926.20786985566
106,27967.33459821753
107,27940.880370984614
108,27981.742514677935
109,28031.4943585865
110,28090.00519854135
111,28138.821409493343
112,28184.028168025197
113,28175.55450225207
114,28208.304297353883
115,28276.6716975599
116,28327.03016155311
117,28296.814530414336
118,28361.80989442131
119,28302.40209963221
120,28307.767157378537
121,28297.847980626302
122,28191.19265792318
123,28179.241639397253
124,28153.591831051504
125,28123.602972476194
126,28027.07849184186
127,27974.46028212947
128,28015.172332762744
129,28017.8773703669
130,28029.33843136476
131,28014.254458754018
132,28021.67133179027
133,28057.600630149478
134,28044.356938200002
135,28038.777788850908
136,27999.402024323153
137,28027.252547003533
138,28063.524271492493
139,28041.444024972105
140,28051.88186622869
141,28095.962971771343
142,28113.50506552807
143,28042.96222440673
144,27970.66854082027
145,28066.12474208649
146,28043.450569416735
147,28101.641074667896
148,28122.186267384554
149,28164.760085266535
150,28249.040034235994
151,28296.117462560145
152,28247.243189087498
153,28253.312646067767
154,28181.151859601934
155,28170.56544621491
156,28197.122573284974
157,28231.06848465914
158,28267.044043944108
159,28332.890274101643
160,28208.923889689664
161,28240.452958973274
162,28195.438199966666
