Sensor,s_0
0,43437.392969368135
1,43465.933394649815
2,43379.14808689303
3,43361.524914208174
4,43293.79870459865
5,43324.55867195076
6,43290.69089817753
7,43294.9611295842
8,43203.67402882149
9,43165.9008855216
10,43254.2121561163
11,43226.64577336155
12,43168.065618141925
13,43206.71352716183
14,43135.869342507525
15,43121.538058560276
16,43207.61148729611
17,43234.961269644875
18,43182.34601979531
19,43067.67303312743
20,43100.86554634147
21,43109.68813652737
22,43146.23929382239
23,43203.44257662006
24,43213.74741792636
25,43124.49526514668
26,43121.246819220076
27,43218.76956516132
28,43229.07870635328
29,43170.5434479805
30,43267.48517161559
31,43260.78459298255
32,43361.581919718745
33,43349.09926641308
34,43360.972100478975
35,43396.29251543573
36,43388.196346954064
37,43426.617298633915
38,43414.45466784308
39,43433.70140383211
40,43400.76241614057
41,43327.44979419606
42,43263.811153068564
43,43202.54378376597
44,43241.175433067176
45,43170.73401015735
46,43234.346735082596
47,43328.51412838307
48,43322.81129702671
49,43344.300858879375
50,43400.37591313604
51,43415.96989509475
52,43386.47582127755
53,43351.15647707643
54,43371.316214348706
55,43372.43076699896
56,43384.7399453896
57,43401.350116725465
58,43481.88401670308
59,43523.74499701916
60,43498.41881941143
61,43555.984991873054
62,43476.73141166864
63,43503.15692934954
64,43459.04646427629
65,43479.30263981456
66,43487.784403340105
67,43466.26471853636
68,43483.17924316278
69,43613.05848478413
70,43669.78812672969
71,43663.81891926077
72,43640.91342439523
73,43657.51102813341
74,43678.06360496039
75,43700.226865765035
76,43696.089131573644
77,43628.01939471737
78,43595.754328570154
79,43628.577126942604
80,43575.53647451025
81,43468.27656195919
82,43478.79170186528
83,43503.689699095645
84,43441.808718501394
85,43445.596780932414
86,43419.69433597171
87,43382.95307560467
88,43374.888131244574
89,43382.732151291515
90,43269.05053518568
91,43246.185133605126
92,43231.16283659099
93,43308.01816026985
94,43332.261479714245
95,43322.633302941525
96,43323.22587779269
97,43309.95487185142
98,43318.33449776381
99,43337.23023541089
100,43311.93116712602
101,43377.00890928636
102,43361.08009499888
103,43324.22398691042
104,43275.87026090496
105,43319.44167429428
106,43302.280101803524
107,43358.45604373672
108,43285.71429816368
109,43373.0061129981
110,43439.92273393913
111,43387.42844818278
112,43455.58999556898
113,43474.59975769781
114,43437.058683505005
115,43515.2636763659
116,43509.56113072658
117,43571.815158355246
118,43603.83126256225
119,43603.0442681453
120,43565.17227648296
121,43627.58844728807
122,43621.363152768514
123,43671.90045647075
124,43651.887564451
125,43641.151517463295
126,43658.36731253774
127,43659.306496401754
128,43702.24750862514
129,43658.86621952747
130,43643.146626144844
131,43595.44255398839
132,43584.9442357315
133,43544.28598659068
134,43543.7506003433
135,43504.581317987366
136,43489.78638915957
137,43407.869219150525
138,43437.64423092182
139,43419.407985804646
140,43397.43108983279
141,43409.14821838195
142,43417.87614094079
143,43428.219595891256
144,43392.513163347176
145,43404.44130738515
146,43447.80983565257
147,43434.227297532576
148,43367.66514164809
149,43300.527075844904
150,43289.38918996581
151,43309.5201291472
152,43318.66159696639
153,43328.64115892061
154,43257.94387146356
155,43287.5762702278
156,43239.159435306865
157,43278.86461499876
158,43349.03121611031
159,43296.32147522554
160,43229.87887617878
161,43230.44981080428
162,43256.55986134059
163,43291.34036019146
164,43275.16617807388
165,43363.13240667219
166,43382.83071224065
167,43396.47723275595
168,43434.836601044924
169,43532.66590815861
170,43461.94400538856
171,43586.42466148713
172,43585.89141634799
173,43565.472058849686
174,43523.2447627706
175,43532.581790428754
176,43590.01726490318
177,43669.06684063939
178,43745.527784616614
179,43725.74522194808
180,43743.2982591032
181,43680.496436222435
182,43738.210935207826
183,43790.10788769579
184,43757.133605670606
185,43633.10998898793
186,43613.48632952359
187,43664.9596550939
