Sensor,s_0
0,17037.670013438346
1,17054.112395493292
2,17028.55738840384
3,17052.048884801367
4,17123.27328119421
5,17107.1967559932
6,17088.38595408344
7,17061.431813143696
8,17080.447781179915
9,16995.897109489517
10,16933.565107682705
11,17022.609560797395
12,17062.59589891041
13,17036.978360200817
14,16968.48157335103
15,17038.337522221827
16,16975.611377942398
17,16947.657815793627
18,16931.453145829506
19,16937.22498319981
20,16947.76536675865
21,16894.85989582778
22,16884.98701736708
23,16886.41187143031
24,16936.570284607013
25,16911.051493648447
26,16919.856299229283
27,16841.060025322546
28,16852.085351430327
29,16792.65099744326
30,16846.759794051053
31,16910.538397116714
32,16973.314833356435
33,16892.510760377307
34,16871.62498803823
35,16840.339809375746
36,16857.255178234424
37,16846.700983617655
38,16856.90542602332
39,16797.2491261199
40,16699.02543793994
41,16732.584504289756
42,16665.877527222776
43,16676.51814976485
44,16603.263232492856
45,16530.42144041578
46,16556.960042328206
47,16532.068663762668
48,16540.281921869137
49,16570.263868255643
50,16532.71843010839
51,16424.437069812742
52,16427.9249642417
53,16461.082700106024
54,16471.610953328305
55,16507.786624298133
56,16481.39001996323
57,16559.790481906424
58,16575.123660730267
59,16567.663221169365
60,16495.76201665352
61,16540.297688182967
62,16546.43517354359
63,16550.205841885203
64,16529.92445376736
65,16502.58366547396
66,16543.147539476522
67,16526.806468371055
68,16494.626528124827
69,16509.292623590907
70,16461.49316249648
71,16477.676420925716
72,16468.552941436683
73,16502.31770106861
74,16525.34027865235
75,16537.30245027619
76,16571.60599376426
77,16532.65641425987
78,16475.447725890812
79,16312.827564896106
80,16326.503242711617
81,16349.064501162578
82,16320.679204971373
83,16319.769770233806
84,16418.608643351145
85,16409.7620009999
86,16394.22552595726
87,16425.61473276723
88,16392.8074175202
89,16390.869464298125
90,16441.74347468302
91,16468.490476660903
92,16480.50739979164
93,16484.257948819275
94,16418.11460037328
95,16491.008611772315
96,16568.747683292484
97,16555.75062791964
98,16525.918888335742
99,16547.574972167073
100,16598.376086728807
101,16571.443664854145
102,16618.606539019092
103,16577.693575568996
104,16630.620500810208
105,16652.765533944847
106,16582.399688898986
107,16579.84943455066
108,16525.2100584914
109,16591.600482554437
110,16572.706552972246
111,16484.82614641476
112,16478.853240591863
113,16483.439467788685
114,16555.137665898925
115,16528.05951709283
116,16546.704406174704
117,16608.851149215698
118,16616.68506875996
119,16671.683896504033
120,16656.899896839936
121,16744.840379913196
122,16731.40173628567
123,16853.119660795386
124,16917.129240737315
125,16904.28382512636
126,16931.861206785416
127,17028.574685099415
128,17039.592790489725
129,17027.669986131325
130,17079.507188095566
131,16992.733770864128
132,17010.230753112213
133,17040.220214982073
134,17055.72111942615
135,17096.385286260695
136,17100.69447103276
137,17078.651078892544
138,16972.903278210022
139,16935.878949311867
140,16855.02614522253
141,16856.43336751118
142,16817.414162078603
143,16888.74442432946
144,16859.685512290605
145,16873.218530984468
146,16831.903654472728
147,16848.087513976752
148,16882.135040464524
149,16866.95802699292
150,16911.29068597957
151,16958.805090107886
152,16900.953478486932
153,16898.400911932447
154,16884.1093012119
155,16785.196721154145
156,16798.972459251047
157,16727.21889377099
158,16753.662076609424
159,16808.3933814332
160,16818.93396093478
161,16861.41555592053
162,16935.15737206079
163,16964.21099896561
164,16981.60203120668
165,17016.193713950805
166,16942.815666009825
167,16959.773165104445
168,16985.034143325993
169,16817.312223750752
170,16872.341167727714
171,16916.09592179493
172,16866.991903467235
173,16895.616948364735
174,16930.925338685283
175,16913.69602336438
176,16988.861181753437
177,16949.77798027255
178,16876.968164412836
179,16878.82207642179
180,16938.847839572238
181,16993.541150739835
182,17079.4062945611
183,17093.77620918664
184,17050.43581352047
185,17041.220651346168
186,17023.920160810278
187,17041.904621949056
188,16964.387229281834
189,16981.895035326263
190,17070.11623465262
191,17043.97419154531
192,17027.770466129306
193,17081.217774784684
194,17043.724374643516
195,17123.756218712253
196,17207.31376391267
197,17120.059486136786
198,17195.352029977214
199,17193.65006946759
200,17165.219695925003
201,17100.886933448466
202,17152.075178564904
203,17191.234489508934
204,17304.374910256385
205,17195.936825632532
206,17206.689479658253
207,17163.104759712085
208,17256.209854803023
209,17286.883682077718
210,17267.223125731645
211,17215.867119138245
212,17297.74426101803
213,17340.726456958095
214,17339.65249279011
215,17393.87601184914
216,17394.67966070887
217,17298.58033386623
218,17364.297607564356
219,17379.69032121215
220,17404.558777022776
221,17446.939230814765
222,17404.657038548132
223,17385.702335476268
224,17354.610093399595
225,17364.577203016557
226,17268.193135761125
227,17301.77415733487
228,17232.672790880795
229,17133.861167210118
230,17122.291791003372
231,17140.022130178182
232,17032.638582475127
233,16973.91415397106
234,16943.173960407617
235,16962.176004850306
236,16997.61798848893
237,17039.74588867287
238,17001.94019370423
239,16972.400126057964
240,17025.69190598734
241,17025.52447365055
242,17029.991942623365
243,17114.84507449532
244,17154.539743065317
245,17127.67415996531
246,17056.84450996596
247,17021.05049147213
248,17079.37205425642
249,17059.768534653133
250,17062.64494022157
251,17009.292018223365
252,17016.171253530487
253,17033.009246357047
254,17025.90074731501
255,17059.189381964912
256,17114.299167161887
257,17142.612288918874
258,17096.125503799532
259,17056.683553507402
260,17043.760922557558
261,17188.97511555398
262,17200.266243152833
263,17169.475876107885
264,17298.38774937177
265,17226.81409494948
266,17189.049545826616
267,17187.120144499586
268,17129.47480876226
269,17148.790454114875
270,17091.38574782665
271,17140.693797005486
272,17138.394305262947
273,17127.007285936546
274,17107.46992494746
275,17162.923332081595
276,17150.85535268691
277,17119.019186632835
278,17101.91299220882
279,17138.260819746447
280,17259.381613719346
281,17261.33681868614
282,17314.47945697896
283,17388.868740455782
284,17464.464109074248
285,17408.684787031532
286,17449.70675481537
287,17447.209917215463
288,17493.65077414264
289,17505.060868717297
290,17490.895194792694
291,17474.494962583958
292,17450.150497457937
293,17399.963763277687
294,17363.04707356913
295,17382.233537184115
296,17375.970688722362
297,17420.48961513476
298,17488.22283353771
299,17522.886521376302
300,17631.9817569456
301,17651.54584215622
302,17692.858265077837
303,17584.167947591024
304,17602.944022882682
305,17635.61081926806
306,17601.395455346617
307,17693.476329711884
308,17682.002803423286
309,17701.146650401635
310,17590.57578476214
311,17568.92848658845
312,17564.134597961598
313,17603.90562782777
314,17653.593402637038
315,17645.900389341714
316,17567.090600494634
317,17521.252464186564
318,17487.25255448113
319,17470.717961228875
320,17537.884689981034
321,17528.79199720162
322,17490.392720251744
323,17560.124313507455
324,17543.11750810362
325,17563.93586128956
326,17584.92073886271
327,17591.959722738407
328,17582.9858460812
329,17589.283383881593
330,17694.01508579979
331,17699.9605549961
332,17667.298245010876
333,17621.6530603109
334,17552.69641278218
335,17531.080643791523
336,17514.96784182302
337,17548.842062979635
338,17553.28661989903
339,17637.716952164992
340,17629.924229100467
341,17597.32609993569
342,17621.429833244038
343,17626.883129583013
344,17597.366280041442
345,17652.47508522321
346,17628.349291658473
347,17629.730658715926
348,17693.57725698671
349,17662.809194633104
350,17695.574449931533
351,17593.1336470352
352,17514.6904318088
353,17452.876229915662
354,17484.414297483785
355,17484.506188355703
356,17554.69166914704
357,17506.750006643873
358,17435.136119380346
359,17436.327168728203
360,17414.500201719646
361,17449.8469519523
362,17411.145493598604
363,17351.077862203325
364,17348.40896682574
365,17346.917640738437
366,17365.297137923906
367,17428.259570523864
368,17454.610827738707
369,17485.248044954675
370,17536.556486501817
371,17632.528914540573
372,17695.453507693896
373,17666.359616453632
374,17668.37880547867
375,17647.905878051857
376,17632.64367498343
377,17686.80253489058
378,17665.861153970374
379,17637.580799220552
380,17662.801940534973
381,17659.365719896912
382,17640.11390593566
383,17649.67911225772
384,17663.63816576626
385,17668.183658507456
386,17695.45975871685
387,17656.420140241447
388,17701.488453977494
389,17655.130418122768
390,17619.45005649102
391,17684.967434093796
392,17703.882132795068
393,17786.637441947765
394,17816.8657861242
395,17774.89309852323
396,17732.62323057481
397,17729.321691211066
398,17755.01932710692
399,17766.211747241625
400,17749.643177527185
401,17738.045582603107
402,17759.23078193586
403,17841.444995089914
404,17918.934572227558
405,17856.49130660954
406,17751.745225557555
407,17817.848436820153
408,17795.128255244952
409,17771.80994037425
410,17775.288634983044
411,17772.934300156532
412,17919.797203352777
413,17927.586256597144
414,17897.704844161137
415,17936.353783866183
416,17917.619043267576
417,18019.51257966212
418,18036.528895766976
419,18020.118911336005
420,18030.722601530353
421,18020.03952457741
