Sensor,s_0
0,-21554.370977054048
1,-21591.772036395287
2,-21539.760162821392
3,-21533.561786121805
4,-21485.44932901006
5,-21517.829303525567
6,-21452.856622824078
7,-21483.982539782388
8,-21571.07569426506
9,-21570.39670358292
10,-21497.144062968448
11,-21459.07393021899
12,-21542.947834611976
13,-21544.935144793482
14,-21561.92064561997
15,-21574.441225162645
16,-21556.033428016413
17,-21609.54249163164
18,-21677.283913753072
19,-21709.769379368146
20,-21661.57028862052
21,-21603.18670667745
22,-21613.89427623511
23,-21616.223552875985
24,-21648.188203536916
25,-21669.04367292493
26,-21729.427628214846
27,-21692.047863300188
28,-21636.132946440262
29,-21616.978633327326
30,-21703.781269329676
31,-21709.765306875226
32,-21668.989215794827
33,-21692.04665102849
34,-21671.49288645197
35,-21609.507193922982
36,-21532.40946126109
37,-21552.53439777434
38,-21535.985424906063
39,-21561.744513471866
40,-21520.96411793383
41,-21481.70037567126
42,-21499.987209551033
43,-21527.4623959393
44,-21471.41366553884
45,-21423.295364762114
46,-21379.241546316916
47,-21409.49670418563
48,-21402.844456955205
49,-21359.369280087983
50,-21385.004995170268
51,-21373.027409299244
52,-21404.621314577216
53,-21310.698386569326
54,-21343.593721606787
55,-21221.8637780946
56,-21109.68328316006
57,-21175.394838066295
58,-21119.616536385292
59,-21139.094727909152
60,-21183.27928892874
61,-21141.777336073203
62,-21167.514062067174
63,-21203.57986289865
64,-21223.92080912772
65,-21299.315378377523
66,-21263.774034472182
67,-21197.866082881366
68,-21252.02629734112
69,-21170.55506807753
70,-21319.260221695265
71,-21304.51066417896
72,-21367.365852527404
73,-21401.086721340485
74,-21401.15448924607
75,-21398.521307789906
76,-21369.816315440297
77,-21308.381026283623
78,-21294.728409455678
79,-21299.120035657612
80,-21219.078438045202
81,-21197.085296253244
82,-21139.065828757353
83,-21139.842106801545
84,-21143.306055568006
85,-21042.682373702097
86,-21018.28738850649
87,-21070.133843415297
88,-21108.670097632108
89,-21133.164334447658
90,-21093.11668810583
91,-21041.09380858441
92,-21010.957226041606
93,-21052.607217549317
94,-21023.324864270515
95,-21070.98482931011
96,-21102.911612359792
97,-21056.416473553072
98,-21070.64750531117
99,-21095.67230567203
100,-21111.594926059464
101,-21110.387529750282
102,-21122.346631539225
103,-21058.26895171455
104,-21142.282442371055
105,-21172.57965678176
106,-21140.803249104745
107,-21101.796149478985
108,-21075.396974586518
109,-21095.079376137834
110,-21124.131734359722
111,-21087.413028626437
112,-21143.702735461477
113,-21033.796058438456
114,-20969.74125777878
115,-20978.39218709444
116,-20910.83220985447
117,-20881.820606500794
118,-20919.803060746504
119,-20902.366507214254
120,-20964.992637482672
121,-20960.41427552924
122,-20778.902570991715
123,-20766.324154227303
124,-20708.670417380486
125,-20693.94161041835
126,-20735.451626019614
127,-20666.228638285156
128,-20804.437891938112
129,-20930.903979798873
130,-20960.551965267292
131,-20949.214943536565
132,-20828.631608624804
133,-20883.53189486237
134,-20991.446288357733
135,-21053.258648998173
136,-21059.87111425074
137,-21007.035809391546
138,-20964.880228010756
139,-20856.551243167094
140,-20807.93248319938
141,-20728.38029845275
142,-20765.620520921584
143,-20685.947741719512
144,-20677.98254262577
145,-20592.12984144918
146,-20490.8885905116
147,-20525.432771262393
148,-20539.14655731939
149,-20495.754029786793
150,-20522.771246496803
151,-20507.27415841308
152,-20462.531834695623
153,-20495.426220617468
154,-20585.526200129036
155,-20436.464683616814
156,-20309.07997482963
157,-20363.097708003377
158,-20345.69514851088
159,-20299.324984057526
160,-20321.837158403177
161,-20343.16678823532
162,-20387.009993746626
163,-20478.04846309979
164,-20530.669814230365
